runtime_row_id,disease_key,diagnosis,icd10,category,population,modality,tier,drug_product,BDS,sig,duration,dispense,price_pack,side_effect_quick,caution_quick,gate_required,runtime_level,antibiotic_flag,pediatric_allowed,peds_rule_id,source_ids,citation_urls,red_flags,notes
RX_0038,acute_watery_diarrhea_peds_rehydration,Pediatric watery diarrhea rehydration support,,GI/diarrhea,pediatric,sachet/capsule,Tier 1,Bioflor [Lyophilized Saccharomyces boulardii 250 mg.],BDS001248,product-specific dose PO BID,3–5 days,ซอง,ซอง,bloating,avoid severe immunocompromise/central line,pediatric_gate,GATED,FALSE,TRUE,PEDS_PROBIOTIC_ORAL,WHO_ORS_ZINC,https://www.who.int/tools/elena/interventions/zinc-diarrhoea,"Severe dehydration, blood/mucus stool, high fever, severe abdominal pain → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0039,acute_watery_diarrhea_peds_rehydration,Pediatric watery diarrhea rehydration support,,GI/diarrhea,pediatric,sachet,Tier 1,Dehecta [Dioctahedral Smectite 3 g./20 ml.],BDS042304,sachet PO per product schedule,1–3 days,ซอง 20 ml.,ซอง 20 ml.,constipation,separate from other meds,pediatric_gate,GATED,FALSE,TRUE,PEDS_DIOSMECTITE_ORAL,WHO_ORS_ZINC,https://www.who.int/tools/elena/interventions/zinc-diarrhoea,"Severe dehydration, blood/mucus stool, high fever, severe abdominal pain → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0040,acute_watery_diarrhea_peds_rehydration,Pediatric watery diarrhea rehydration support,,GI/diarrhea,pediatric,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,pediatric_gate,GATED,FALSE,TRUE,PEDS_PARACETAMOL_ORAL,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Severe dehydration, blood/mucus stool, high fever, severe abdominal pain → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0041,allergic_conjunctivitis_adult,Allergic conjunctivitis,,Eye,adult,eye drop,Tier 1,Systane Ultra (UD) Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+Boric Acid+Hydroxypropyl Guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide/1 ml.],BDS047637,1–2 drops affected eye PRN,as needed,กล่อง 28 หลอด,กล่อง 28 หลอด,blurred vision transient,avoid contamination; remove contact lens per product,standard,DEFAULT_FAST,FALSE,FALSE,,AAO_DRY_EYE,https://www.aao.org/eye-health/diseases/what-is-dry-eye,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0042,allergic_conjunctivitis_adult,Allergic conjunctivitis,,Eye,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0043,allergic_rhinitis_adult,Allergic rhinitis,,ENT/rhinitis,adult,oral,Tier 1,Alerest [Cetirizine dihydrochloride 10 mg.],BDS040029,10 mg PO OD,5–14 days,แผง 10 เม็ด,แผง 10 เม็ด,"somnolence, dry mouth",caution sedation; adjust in severe renal disease,standard,DEFAULT_FAST,FALSE,FALSE,,DM_CETIRIZINE,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=cetirizine,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0045,allergic_rhinitis_congestion_adult,Allergic rhinitis with prominent congestion,,ENT/rhinitis,adult,oral,Tier 1,Alerest [Cetirizine dihydrochloride 10 mg.],BDS040029,10 mg PO OD,5–14 days,แผง 10 เม็ด,แผง 10 เม็ด,"somnolence, dry mouth",caution sedation; adjust in severe renal disease,standard,DEFAULT_FAST,FALSE,FALSE,,DM_CETIRIZINE,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=cetirizine,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0047,allergic_rhinitis_peds,Pediatric allergic rhinitis,,ENT/rhinitis,pediatric,oral,Tier 1,Alerest [Cetirizine dihydrochloride 10 mg.],BDS040029,10 mg PO OD,5–14 days,แผง 10 เม็ด,แผง 10 เม็ด,"somnolence, dry mouth",caution sedation; adjust in severe renal disease,pediatric_gate,GATED,FALSE,TRUE,PEDS_CETIRIZINE_ORAL,DM_CETIRIZINE,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=cetirizine,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0048,aphthous_ulcer_pain_adult,Painful aphthous ulcer support,,Oral/dental,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0049,aphthous_ulcer_pain_adult,Painful aphthous ulcer support,,Oral/dental,adult,gargle,Tier 1,LeoPovidone [Povidone-Iodine 10% w/v],BDS044520,gargle/rinse per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,"local irritation, staining with chlorhexidine",avoid swallowing; iodine/thyroid caution for povidone iodine,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0050,aphthous_ulcer_pain_adult,Painful aphthous ulcer support,,Oral/dental,adult,spray,Tier 1,Difflam Forte Spray [Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.],BDS006462,spray to throat per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,mouth numbness/irritation,avoid allergy; pediatric per label only,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0052,atopic_eczema_child_mild,Atopic eczema in child: mild flare,,Skin/allergy-inflammatory,pediatric,oral,Tier 1,Alerest [Cetirizine dihydrochloride 10 mg.],BDS040029,10 mg PO OD,5–14 days,แผง 10 เม็ด,แผง 10 เม็ด,"somnolence, dry mouth",caution sedation; adjust in severe renal disease,pediatric_gate,GATED,FALSE,TRUE,PEDS_CETIRIZINE_ORAL,DM_CETIRIZINE,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=cetirizine,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0053,atopic_eczema_child_mild,Atopic eczema in child: mild flare,,Skin/allergy-inflammatory,pediatric,cream/ointment,Tier 1,Antergan Cream [Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g],BDS006745,apply thinly OD–BID,3–7 days,หลอด 10 g.,หลอด 10 g.,"skin thinning, irritation",avoid face/genitals/high potency unless directed; infection caution,safety_gate;pediatric_gate,GATED,FALSE,TRUE,PEDS_TOPICAL_STEROID_LOW_MED,NICE_ECZEMA,https://cks.nice.org.uk/topics/eczema-atopic/management/management/,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0054,atopic_eczema_child_moderate_flare,Atopic eczema in child: moderate flare,,Skin/allergy-inflammatory,pediatric,oral,Tier 1,Alerest [Cetirizine dihydrochloride 10 mg.],BDS040029,10 mg PO OD,5–14 days,แผง 10 เม็ด,แผง 10 เม็ด,"somnolence, dry mouth",caution sedation; adjust in severe renal disease,pediatric_gate,GATED,FALSE,TRUE,PEDS_CETIRIZINE_ORAL,DM_CETIRIZINE,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=cetirizine,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0055,atopic_eczema_child_moderate_flare,Atopic eczema in child: moderate flare,,Skin/allergy-inflammatory,pediatric,cream/ointment,Tier 1,Antergan Cream [Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g],BDS006745,apply thinly OD–BID,3–7 days,หลอด 10 g.,หลอด 10 g.,"skin thinning, irritation",avoid face/genitals/high potency unless directed; infection caution,safety_gate;pediatric_gate,GATED,FALSE,TRUE,PEDS_TOPICAL_STEROID_LOW_MED,NICE_ECZEMA,https://cks.nice.org.uk/topics/eczema-atopic/management/management/,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0056,bacterial_conjunctivitis_adult,Acute bacterial conjunctivitis,,Eye,adult,eye drop,Tier 1,Systane Ultra (UD) Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+Boric Acid+Hydroxypropyl Guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide/1 ml.],BDS047637,1–2 drops affected eye PRN,as needed,กล่อง 28 หลอด,กล่อง 28 หลอด,blurred vision transient,avoid contamination; remove contact lens per product,standard,DEFAULT_FAST,FALSE,FALSE,,AAO_DRY_EYE,https://www.aao.org/eye-health/diseases/what-is-dry-eye,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0057,bacterial_conjunctivitis_adult,Acute bacterial conjunctivitis,,Eye,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0058,bacterial_conjunctivitis_adult,Acute bacterial conjunctivitis,,Eye,adult,eye drop/ointment,Tier 1,ChlorOph Eye Drops [Chloramphenicol 5 mg./1 ml.],BDS001437,1–2 drops affected eye per product,5–7 days,ขวด 5 ml.,ขวด 5 ml.,"stinging, allergy","contact lens wearer, pain/vision loss needs urgent eval",safety_gate;antibiotic_gate,DISEASE_GATED_ABX,TRUE,FALSE,,AAO_CONJUNCTIVITIS,https://www.aao.org/education/preferred-practice-pattern/conjunctivitis-ppp-2023,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0059,bacterial_conjunctivitis_peds,Pediatric bacterial conjunctivitis,,Eye,pediatric,eye drop,Tier 1,Systane Ultra (UD) Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+Boric Acid+Hydroxypropyl Guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide/1 ml.],BDS047637,1–2 drops affected eye PRN,as needed,กล่อง 28 หลอด,กล่อง 28 หลอด,blurred vision transient,avoid contamination; remove contact lens per product,pediatric_gate,GATED,FALSE,TRUE,PEDS_ARTIFICIAL_TEARS,AAO_DRY_EYE,https://www.aao.org/eye-health/diseases/what-is-dry-eye,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0060,bacterial_conjunctivitis_peds,Pediatric bacterial conjunctivitis,,Eye,pediatric,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,pediatric_gate,GATED,FALSE,TRUE,PEDS_PARACETAMOL_ORAL,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0061,bacterial_conjunctivitis_peds,Pediatric bacterial conjunctivitis,,Eye,pediatric,eye drop/ointment,Tier 1,ChlorOph Eye Drops [Chloramphenicol 5 mg./1 ml.],BDS001437,1–2 drops affected eye per product,5–7 days,ขวด 5 ml.,ขวด 5 ml.,"stinging, allergy","contact lens wearer, pain/vision loss needs urgent eval",safety_gate;antibiotic_gate;pediatric_gate,DISEASE_GATED_ABX,TRUE,TRUE,PEDS_ANTIBIOTIC_EYE_DROPS,AAO_CONJUNCTIVITIS,https://www.aao.org/education/preferred-practice-pattern/conjunctivitis-ppp-2023,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0062,bacterial_eyelid_infection_adult,Bacterial eyelid infection / stye support,,Eye,adult,eye drop,Tier 1,Systane Ultra (UD) Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+Boric Acid+Hydroxypropyl Guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide/1 ml.],BDS047637,1–2 drops affected eye PRN,as needed,กล่อง 28 หลอด,กล่อง 28 หลอด,blurred vision transient,avoid contamination; remove contact lens per product,standard,DEFAULT_FAST,FALSE,FALSE,,AAO_DRY_EYE,https://www.aao.org/eye-health/diseases/what-is-dry-eye,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0063,bacterial_eyelid_infection_adult,Bacterial eyelid infection / stye support,,Eye,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
