input_phrase,normalized_phrase,disease_key,diagnosis,icd10,category,population,priority,match_type,rx_now_rows,swap_rows,restricted_rows,antibiotic_rows_present,runtime_policy,red_flags,notes
tonsillitis child bacterial,tonsillitis_child_bacterial,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,,ENT/throat,pediatric,2,alias,1,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
exudative throat child,exudative_throat_child,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,,ENT/throat,pediatric,3,alias,1,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
sinusitis,sinusitis,bacterial_sinusitis_adult,Acute bacterial sinusitis,,ENT/sinusitis,adult,1,exact,2,6,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
bacterial sinusitis,bacterial_sinusitis,bacterial_sinusitis_adult,Acute bacterial sinusitis,,ENT/sinusitis,adult,2,alias,2,6,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
sinus infection,sinus_infection,bacterial_sinusitis_adult,Acute bacterial sinusitis,,ENT/sinusitis,adult,3,alias,2,6,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
sinusitis alternative antibiotic,sinusitis_alternative_antibiotic,bacterial_sinusitis_alt_adult,Bacterial sinusitis alternative antibiotic row,,ENT/sinusitis,adult,1,exact,2,6,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
roxi sinusitis,roxi_sinusitis,bacterial_sinusitis_alt_adult,Bacterial sinusitis alternative antibiotic row,,ENT/sinusitis,adult,2,alias,2,6,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
sinus infection alternative antibiotic,sinus_infection_alternative_antibiotic,bacterial_sinusitis_alt_adult,Bacterial sinusitis alternative antibiotic row,,ENT/sinusitis,adult,3,alias,2,6,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
bacterial sinusitis child,bacterial_sinusitis_child,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,,ENT/sinusitis,pediatric,1,exact,2,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
sinus infection child,sinus_infection_child,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,,ENT/sinusitis,pediatric,2,alias,2,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
purulent sinus child,purulent_sinus_child,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,,ENT/sinusitis,pediatric,3,alias,2,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
topical skin antibiotic,topical_skin_antibiotic,bacterial_skin_infection_topical_adult,Adult topical bacterial skin infection support,,Skin/wound-infection,adult,1,exact,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
topical bacterial skin support,topical_bacterial_skin_support,bacterial_skin_infection_topical_adult,Adult topical bacterial skin infection support,,Skin/wound-infection,adult,2,alias,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
localized bacterial skin lesion,localized_bacterial_skin_lesion,bacterial_skin_infection_topical_adult,Adult topical bacterial skin infection support,,Skin/wound-infection,adult,3,alias,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
skin infection child topical,skin_infection_child_topical,bacterial_skin_infection_topical_peds,Pediatric topical bacterial skin infection support,,Skin/wound-infection,pediatric,1,exact,1,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
topical skin antibiotic child,topical_skin_antibiotic_child,bacterial_skin_infection_topical_peds,Pediatric topical bacterial skin infection support,,Skin/wound-infection,pediatric,2,alias,1,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
localized skin infection child,localized_skin_infection_child,bacterial_skin_infection_topical_peds,Pediatric topical bacterial skin infection support,,Skin/wound-infection,pediatric,3,alias,1,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
burn aftercare,burn_aftercare,burn_aftercare_minor_adult,Minor burn aftercare,,Wound/burn,adult,1,exact,3,1,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
burn follow up,burn_follow_up,burn_aftercare_minor_adult,Minor burn aftercare,,Wound/burn,adult,2,alias,3,1,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
healing burn,healing_burn,burn_aftercare_minor_adult,Minor burn aftercare,,Wound/burn,adult,3,alias,3,1,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
mild cellulitis,mild_cellulitis,cellulitis_mild_adult,Mild cellulitis,,Skin/wound-infection,adult,1,exact,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
localized cellulitis,localized_cellulitis,cellulitis_mild_adult,Mild cellulitis,,Skin/wound-infection,adult,2,alias,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
skin infection cellulitis,skin_infection_cellulitis,cellulitis_mild_adult,Mild cellulitis,,Skin/wound-infection,adult,3,alias,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
common cold,common_cold,common_cold_adult,Common cold / viral URI,,ENT/URI-cough,adult,1,exact,5,9,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
cold,cold,common_cold_adult,Common cold / viral URI,,ENT/URI-cough,adult,2,alias,5,9,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
viral uri,viral_uri,common_cold_adult,Common cold / viral URI,,ENT/URI-cough,adult,3,alias,5,9,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
contact dermatitis,contact_dermatitis,contact_dermatitis_adult,Contact dermatitis / irritant rash,,Skin/allergy-inflammatory,adult,1,exact,3,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
irritant dermatitis,irritant_dermatitis,contact_dermatitis_adult,Contact dermatitis / irritant rash,,Skin/allergy-inflammatory,adult,2,alias,3,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
allergic contact rash,allergic_contact_rash,contact_dermatitis_adult,Contact dermatitis / irritant rash,,Skin/allergy-inflammatory,adult,3,alias,3,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
contact lens dry eye,contact_lens_dry_eye,contact_lens_dry_eye_support_adult,Contact lens dry eye support,,Eye,adult,1,exact,1,0,0,NO,rx_now_plus_swaps,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
dry eye contact lens,dry_eye_contact_lens,contact_lens_dry_eye_support_adult,Contact lens dry eye support,,Eye,adult,2,alias,1,0,0,NO,rx_now_plus_swaps,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
lens irritation,lens_irritation,contact_lens_dry_eye_support_adult,Contact lens dry eye support,,Eye,adult,3,alias,1,0,0,NO,rx_now_plus_swaps,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
copd,copd,copd_suspected_over16_diagnosis,Suspected COPD over 16,,Chronic/respiratory,adult,1,exact,0,0,0,NO,restricted_only_show_safety_line,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
suspected copd,suspected_copd,copd_suspected_over16_diagnosis,Suspected COPD over 16,,Chronic/respiratory,adult,1,exact,0,0,0,NO,restricted_only_show_safety_line,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
corn treatment,corn_treatment,corn_callus_topical_adult,Corn / callus topical treatment,,Skin/keratolytic,adult,1,exact,0,0,0,NO,restricted_only_show_safety_line,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
callus treatment,callus_treatment,corn_callus_topical_adult,Corn / callus topical treatment,,Skin/keratolytic,adult,2,alias,0,0,0,NO,restricted_only_show_safety_line,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
corn callus topical,corn_callus_topical,corn_callus_topical_adult,Corn / callus topical treatment,,Skin/keratolytic,adult,3,alias,0,0,0,NO,restricted_only_show_safety_line,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
cutaneous candidiasis,cutaneous_candidiasis,cutaneous_candidiasis_adult,Cutaneous candidiasis,,Skin/fungal,adult,1,exact,1,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
candida skin rash,candida_skin_rash,cutaneous_candidiasis_adult,Cutaneous candidiasis,,Skin/fungal,adult,2,alias,1,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
yeast skin rash,yeast_skin_rash,cutaneous_candidiasis_adult,Cutaneous candidiasis,,Skin/fungal,adult,3,alias,1,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
dental abscess,dental_abscess,dental_abscess_support_adult,Dental abscess support,,Oral/dental,adult,1,exact,4,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
gum abscess,gum_abscess,dental_abscess_support_adult,Dental abscess support,,Oral/dental,adult,2,alias,4,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
tooth abscess,tooth_abscess,dental_abscess_support_adult,Dental abscess support,,Oral/dental,adult,3,alias,4,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
dental infection,dental_infection,dental_infection_support_adult,Dental / gum bacterial infection support,,Oral/dental,adult,1,exact,4,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
