coverage_id,sheet_name,row_number,product_id,regimen_id,disease_key,disease_name,complaint_key,generic_name,drug_name,composition,BDS,sig,duration,route,form,pediatric_flag,antibiotic_flag,high_risk_flag,current_readiness,current_source_status,exact_evidence_needed,minimum_source_type,source_priority,final_status,final_reason,next_action
coverage_fe2fde45828a,2_Regimen_Master_Export,54,BDS003747,FRM0001,allergic_rhinitis_adult,Allergic rhinitis,CI0014,,Telfast 180 mg [Fexofenadine HCl 180 mg.],Fexofenadine HCl 180 mg.,BDS003747,1 tab PO OD,5 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_fdea15746153,2_Regimen_Master_Export,55,BDS045630,FRM0001,allergic_rhinitis_adult,Allergic rhinitis,CI0014,,Nasotapp [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.],Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,BDS045630,1 tab PO q4–6h,3–5 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_bb25782f8de9,2_Regimen_Master_Export,56,BDS004213,FRM0001,allergic_rhinitis_adult,Allergic rhinitis,CI0015,,Zyrtec [Cetirizine dihydrochloride 10 mg.],Cetirizine dihydrochloride 10 mg.,BDS004213,1 tab PO OD,5 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_e3a844d558f8,2_Regimen_Master_Export,57,BDS002805,FRM0001,allergic_rhinitis_adult,Allergic rhinitis,CI0015,,Nasonex 60 doses [Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g)],Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),BDS002805,2 sprays/nostril OD,7–14 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_f92539e91486,2_Regimen_Master_Export,58,BDS003747,FRM0001,allergic_rhinitis_adult,Allergic rhinitis,CI0015,,Telfast 180 mg [Fexofenadine HCl 180 mg.],Fexofenadine HCl 180 mg.,BDS003747,1 tab PO OD,5 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_c7d800813cbd,2_Regimen_Master_Export,59,BDS045630,FRM0001,allergic_rhinitis_adult,Allergic rhinitis,CI0015,,Nasotapp [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.],Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,BDS045630,1 tab PO q4–6h,3–5 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_a6de5fd9ddbb,2_Regimen_Master_Export,60,BDS003762,FRM0009,uri_dry_cough_adult,Acute viral URI with dry cough,CI0016,,Tylenol 500 mg strip 10s [Paracetamol 500 mg.],Paracetamol 500 mg.,BDS003762,1–2 tabs PO q4–6h PRN fever/pain,3 days,,,False,False,True,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,1,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_3ba000ee6d0f,2_Regimen_Master_Export,61,BDS045630,FRM0009,uri_dry_cough_adult,Acute viral URI with dry cough,CI0016,,Nasotapp [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.],Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,BDS045630,1 tab PO q4–6h,3–5 days,,,False,False,True,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,1,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_ff1a1ff82794,2_Regimen_Master_Export,62,BDS002211,FRM0009,uri_dry_cough_adult,Acute viral URI with dry cough,CI0016,,Icolid (ควบคุมจำนวน) [Dextromethorphan HBr 15 mg.],Dextromethorphan HBr 15 mg.,BDS002211,1–2 tabs PO TID,3 days,,,False,False,True,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,1,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_d10863cda93a,2_Regimen_Master_Export,63,BDS007973,FRM0009,uri_dry_cough_adult,Acute viral URI with dry cough,CI0016,,Fartussin (ควบคุมจำนวน) [Dextromethorphan HBr 15 mg.+Glyceryl Guaiacolate 100 mg.+Terpin Hydrate 130 mg.],Dextromethorphan HBr 15 mg.+Glyceryl Guaiacolate 100 mg.+Terpin Hydrate 130 mg.,BDS007973,1–2 tabs PO TID–QID,3 days,,,False,False,True,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,1,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_8fccfb8d1481,2_Regimen_Master_Export,64,BDS003747,FRM0009,uri_dry_cough_adult,Acute viral URI with dry cough,CI0016,,Telfast 180 mg [Fexofenadine HCl 180 mg.],Fexofenadine HCl 180 mg.,BDS003747,1 tab PO OD,5 days,,,False,False,True,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,1,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_118a8bac092e,2_Regimen_Master_Export,65,BDS003762,FRM0009,uri_dry_cough_adult,Acute viral URI with dry cough,CI0017,,Tylenol 500 mg strip 10s [Paracetamol 500 mg.],Paracetamol 500 mg.,BDS003762,1–2 tabs PO q4–6h PRN fever/pain,3 days,,,False,False,True,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,1,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_36317aa6b1ab,2_Regimen_Master_Export,66,BDS045630,FRM0009,uri_dry_cough_adult,Acute viral URI with dry cough,CI0017,,Nasotapp [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.],Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,BDS045630,1 tab PO q4–6h,3–5 days,,,False,False,True,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,1,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_b953f627d583,2_Regimen_Master_Export,67,BDS002211,FRM0009,uri_dry_cough_adult,Acute viral URI with dry cough,CI0017,,Icolid (ควบคุมจำนวน) [Dextromethorphan HBr 15 mg.],Dextromethorphan HBr 15 mg.,BDS002211,1–2 tabs PO TID,3 days,,,False,False,True,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,1,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_fbf2bf00de2d,2_Regimen_Master_Export,68,BDS007973,FRM0009,uri_dry_cough_adult,Acute viral URI with dry cough,CI0017,,Fartussin (ควบคุมจำนวน) [Dextromethorphan HBr 15 mg.+Glyceryl Guaiacolate 100 mg.+Terpin Hydrate 130 mg.],Dextromethorphan HBr 15 mg.+Glyceryl Guaiacolate 100 mg.+Terpin Hydrate 130 mg.,BDS007973,1–2 tabs PO TID–QID,3 days,,,False,False,True,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,1,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_e4c327161228,2_Regimen_Master_Export,69,BDS003747,FRM0009,uri_dry_cough_adult,Acute viral URI with dry cough,CI0017,,Telfast 180 mg [Fexofenadine HCl 180 mg.],Fexofenadine HCl 180 mg.,BDS003747,1 tab PO OD,5 days,,,False,False,True,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,1,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_76a29a38541c,2_Regimen_Master_Export,70,BDS003762,FRM0009,uri_dry_cough_adult,Acute viral URI with dry cough,CI0018,,Tylenol 500 mg strip 10s [Paracetamol 500 mg.],Paracetamol 500 mg.,BDS003762,1–2 tabs PO q4–6h PRN fever/pain,3 days,,,False,False,True,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,1,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_96aaa3ae8ef0,2_Regimen_Master_Export,71,BDS045630,FRM0009,uri_dry_cough_adult,Acute viral URI with dry cough,CI0018,,Nasotapp [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.],Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,BDS045630,1 tab PO q4–6h,3–5 days,,,False,False,True,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,1,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_d5ee346b4c7a,2_Regimen_Master_Export,72,BDS002211,FRM0009,uri_dry_cough_adult,Acute viral URI with dry cough,CI0018,,Icolid (ควบคุมจำนวน) [Dextromethorphan HBr 15 mg.],Dextromethorphan HBr 15 mg.,BDS002211,1–2 tabs PO TID,3 days,,,False,False,True,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,1,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_3c0bc820d29e,2_Regimen_Master_Export,73,BDS007973,FRM0009,uri_dry_cough_adult,Acute viral URI with dry cough,CI0018,,Fartussin (ควบคุมจำนวน) [Dextromethorphan HBr 15 mg.+Glyceryl Guaiacolate 100 mg.+Terpin Hydrate 130 mg.],Dextromethorphan HBr 15 mg.+Glyceryl Guaiacolate 100 mg.+Terpin Hydrate 130 mg.,BDS007973,1–2 tabs PO TID–QID,3 days,,,False,False,True,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,1,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_68fb1059b782,2_Regimen_Master_Export,74,BDS003747,FRM0009,uri_dry_cough_adult,Acute viral URI with dry cough,CI0018,,Telfast 180 mg [Fexofenadine HCl 180 mg.],Fexofenadine HCl 180 mg.,BDS003747,1 tab PO OD,5 days,,,False,False,True,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,1,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_49276decb4fa,2_Regimen_Master_Export,75,BDS003762,FRM0006,sore_throat_adult,Acute sore throat / pharyngeal irritation,CI0019,,Tylenol 500 mg strip 10s [Paracetamol 500 mg.],Paracetamol 500 mg.,BDS003762,1–2 tabs PO q4–6h PRN fever/pain,3 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_9fe52e86d0a8,2_Regimen_Master_Export,76,BDS002411,FRM0006,sore_throat_adult,Acute sore throat / pharyngeal irritation,CI0019,,Kamillosan-M Spray [ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล],ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล,BDS002411,2 sprays to mouth/throat TID,5 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_bd6592747017,2_Regimen_Master_Export,77,BDS006462,FRM0006,sore_throat_adult,Acute sore throat / pharyngeal irritation,CI0019,,Difflam Forte Spray [Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.],Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.,BDS006462,2–4 sprays to throat PRN,5 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_727a17eb3955,2_Regimen_Master_Export,78,BDS008282,FRM0004,acute_watery_diarrhea_adult,Acute infectious diarrhea / viral gastroenteritis,CI0020,,Cera ORS รสส้ม [Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.],Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,BDS008282,1 sachet in 150 mL water; sip frequently / after each loose stool,1–2 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_32b283d09625,2_Regimen_Master_Export,79,BDS001248,FRM0004,acute_watery_diarrhea_adult,Acute infectious diarrhea / viral gastroenteritis,CI0020,,Bioflor [Lyophilized Saccharomyces boulardii 250 mg.],Lyophilized Saccharomyces boulardii 250 mg.,BDS001248,1 sachet PO BID,3 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_3008cf91af16,2_Regimen_Master_Export,80,BDS042304,FRM0004,acute_watery_diarrhea_adult,Acute infectious diarrhea / viral gastroenteritis,CI0020,,Dehecta [Dioctahedral Smectite 3 g./20 ml.],Dioctahedral Smectite 3 g./20 ml.,BDS042304,1 sachet PO TID–QID,2 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_674bbc47baa7,2_Regimen_Master_Export,81,BDS043842,FRM0004,acute_watery_diarrhea_adult,Acute infectious diarrhea / viral gastroenteritis,CI0020,,Hidrasec 100 mg. [Racecadotril 100 mg.],Racecadotril 100 mg.,BDS043842,1 cap PO q8h,2–3 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_e65ade846039,2_Regimen_Master_Export,82,BDS008282,FRM0004,acute_watery_diarrhea_adult,Acute infectious diarrhea / viral gastroenteritis,CI0021,,Cera ORS รสส้ม [Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.],Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,BDS008282,1 sachet in 150 mL water; sip frequently / after each loose stool,1–2 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
