id,name,genericGroup,composition,status,reason
BDS002875,Reparil Ice Spray (200 ml.),Butane + Pentane + Isobutane + Propane,Butane+Pentane+Isobutane+Propane+Isopropyl alcohol+Menthol+Camphor,no_peds_reference,no pediatric reference and no parseable concentration
BDS003602,Salonpas Cream (30 g.),Methyl salicylate + Menthol,Methyl salicylate 15 g.+Menthol 7 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001991,Fucidin Cream (5 g.),fusidic acid cream,Fusidic acid 20 mg./1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001923,Fucidin Ointment (5 g.),Sodium fusidate,Sodium fusidate 20 mg./1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002038,Gentrex Cream (5 g.),Gentamicin Sulfate,Gentamicin Sulfate (eq. to Gentamicin 1 mg/1 g),no_peds_reference,no pediatric reference and no parseable concentration
BDS008231,Mulacin Ointment (5 g.),Mupirocin 2% w/w,Mupirocin 2% w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS007768,Skinfect Cream เล็ก (5 g.),Gentamicin,Gentamicin 1 mg./1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007766,Skinfect Cream ใหญ่ (15 g.),Gentamicin,Gentamicin 1 mg./1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006059,Candix Solution (15 ml.),Clotrimazole,Clotrimazole 1 g./100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001489,Canesten Cream 10 g (10 g.),clotrimazole cream,Clotrimazole 1 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001422,Canesten Cream 20 g (20 g.),Clotrimazole,Clotrimazole 1 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS041433,Canesten Cream O.D. (10 g.),Bifonazole,Bifonazole 1 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007735,Fango Cream เล็ก (5 g.),Clotrimazole,Clotrimazole 1 g/100 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS043117,Fango Cream ใหญ่ (15 g.),Clotrimazole,Clotrimazole 1 g/100 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS007542,Fungasin Cream เล็ก (5 g.),ketoconazole cream,Ketoconazole 20 mg./1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007543,Fungasin Cream ใหญ่ (20 g.),Ketoconazole,Ketoconazole 20 mg./1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS008451,Funginox Solution (25 ml.),ketoconazole solution,Ketoconazole 2%,no_peds_reference,no pediatric reference and no parseable concentration
BDS002562,Lamazone Cream (10 g.),Clotrimazole,Clotrimazole 1 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002563,Lamisil Cream (5 g.),Terbinafine HCl,Terbinafine HCl 10 mg./1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002648,Mycoderm-C 1% (75 g.),Clotrimazole BP 1% w/w,Clotrimazole BP 1% w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS045665,Nizoral Cream 15 g. (15 g.),Ketoconazole,Ketoconazole 20 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002829,Nizoral Cream เล็ก (5 g.),Ketoconazole,Ketoconazole 20 mg./1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS004205,Zema Lotion (15 ml.),Salicylic Acid 11.8% + Resorcinol 3.8% + Phenylic Acid 0.285%,Salicylic Acid 11.8%+Resorcinol 3.8%+Phenylic Acid 0.285%,no_peds_reference,no pediatric reference and no parseable concentration
BDS006745,Antergan Cream (10 g.),hydrocortisone + mepyramine cream,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS001057,Aristocort 0.02% (15 g.),triamcinolone cream,Triamcinolone Acetonide 0.02%,no_peds_reference,no pediatric reference and no parseable concentration
BDS001058,Aristocort 0.1% (15 g.),Triamcinolone Acetonide,Triamcinolone Acetonide 1 mg/1 g (0.1%)+Preservative (Benzyl alcohol 2.0%),no_peds_reference,no pediatric reference and no parseable concentration
BDS007501,Betatone Cream เล็ก (5 g.),Betamethasone Valerate,Betamethasone Valerate (eq. to Betamethasone 0.10 g/100 g),no_peds_reference,no pediatric reference and no parseable concentration
BDS007502,Betatone Cream ใหญ่ (15 g.),Betamethasone Valerate,Betamethasone Valerate (eq. to Betamethasone 0.10 g/100 g),no_peds_reference,no pediatric reference and no parseable concentration
BDS001246,Betnovate Cream ใหญ่ (15 g.),Betamethasone 17-Valerate w/w,Betamethasone 17-Valerate 0.122 %w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS001216,Betnovate Scalp (30 ml.),Betamethasone 17-Valerate 0.122 % w/w,Betamethasone 17-Valerate 0.122 % w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS041408,Clinivate Cream ใหญ่ (15 g.),Betamethasone Valerate (,Betamethasone Valerate (eq. to Betamethasone 1 mg./1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006198,Clinoderm Cream (15 g.),Clobetasol Propionate,Clobetasol Propionate 0.05 g/100 g (0.05%),no_peds_reference,no pediatric reference and no parseable concentration
BDS007514,Clobevate Cream เล็ก (5 g.),Clobetasol Propionate,Clobetasol Propionate 0.05 g/100 g (0.05%),no_peds_reference,no pediatric reference and no parseable concentration
BDS007515,Clobevate Cream ใหญ่ (15 g.),Clobetasol Propionate,Clobetasol Propionate 0.05 g/100 g (0.05%),no_peds_reference,no pediatric reference and no parseable concentration
BDS001621,Dermatop Cream เล็ก (5 g.),Prednicarbate,Prednicarbate 2.5 mg/1 g (0.25%),no_peds_reference,no pediatric reference and no parseable concentration
BDS001622,Dermovate Cream เล็ก (5 g.),Clobetasol Propionate 0.05% w/w,Clobetasol Propionate 0.05% w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS001623,Dermovate Cream ใหญ่ (15 g.),Clobetasol Propionate 0.05% w/w,Clobetasol Propionate 0.05% w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS001630,Dermovate Ointment (5 g.),Clobetasol Propionate 0.05% w/w,Clobetasol Propionate 0.05% w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS001660,Dermovate Scalp (30 ml.),Clobetasol Propionate 0.05% w/w,Clobetasol Propionate 0.05% w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS001650,Diprosalic Ointment (5 g.),Betamethasone Dipropionate + Salicylic acid 3%,Betamethasone Dipropionate (eq. to Betamethasone 0.05%)+Salicylic acid 3%,no_peds_reference,no pediatric reference and no parseable concentration
BDS001546,Diprosalic Ointment ใหญ่ (15 g.),Betamethasone Dipropionate + Salicylic acid 3%,Betamethasone Dipropionate (eq. to Betamethasone 0.05%)+Salicylic acid 3%,no_peds_reference,no pediatric reference and no parseable concentration
BDS001699,Diprotop Ointment (5 g.),Betamethasone Dipropionate + Propylene Glycol,Betamethasone Dipropionate 0.64 mg (eq. to Betamethasone 0.5 mg)+Propylene Glycol,no_peds_reference,no pediatric reference and no parseable concentration
BDS001803,Elomet 0.1 % (5 g.),Mometasone Furoate,Mometasone Furoate 1 mg/1 g (0.1%),no_peds_reference,no pediatric reference and no parseable concentration
BDS001807,Elomet 0.1% (15 g.),Mometasone Furoate,Mometasone Furoate 1 mg/1 g (0.1%),no_peds_reference,no pediatric reference and no parseable concentration
BDS001607,Elomet Lotion (30 ml.),Mometasone Furoate + Isopropyl Alcohol,Mometasone Furoate 1 mg+Isopropyl Alcohol 400 mg/1 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS006023,Epiklin Skin Ointment (15 g.),Betamethasone Dipropionate + Salicylic acid,Betamethasone Dipropionate 0.64 mg+Salicylic acid 30 mg/1 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS001825,Esperson (5 g.),Desoximetasone,Desoximetasone 2.5 mg/1 g (0.25%),no_peds_reference,no pediatric reference and no parseable concentration
BDS042807,Esperson กลาง (15 g.),Desoximetasone,Desoximetasone 2.5 mg/1 g (0.25%),no_peds_reference,no pediatric reference and no parseable concentration
BDS003719,T.A.Cream 0.02% (15 g.),Triamcinolone Acetonide,Triamcinolone Acetonide 0.02 g/100 g (0.02%),no_peds_reference,no pediatric reference and no parseable concentration
BDS003773,T.A.Cream 0.1% เล็ก (5 g.),Triamcinolone Acetonide,Triamcinolone Acetonide 0.1 g/100 g (0.1%),no_peds_reference,no pediatric reference and no parseable concentration
BDS003780,T.A.Cream 0.1% ใหญ่ (15 g.),Triamcinolone Acetonide,Triamcinolone Acetonide 0.1 g/100 g (0.1%),no_peds_reference,no pediatric reference and no parseable concentration
BDS008756,Tacinol 0.02 เล็ก (5 g.),Triamcinolone Acetonide 0.02% w/w,Triamcinolone Acetonide 0.02% w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS008757,Tacinol 0.02 ใหญ่ (15 g.),Triamcinolone Acetonide 0.02% w/w,Triamcinolone Acetonide 0.02% w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS008758,Tacinol 0.1 เล็ก (5 g.),Triamcinolone Acetonide 0.1 % w/w,Triamcinolone Acetonide 0.1 % w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS008759,Tacinol 0.1 ใหญ่ (15 g.),Triamcinolone Acetonide 0.1 % w/w,Triamcinolone Acetonide 0.1 % w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS001831,Topicort Skin Cream (15 g.),Desoximetasone,Desoximetasone 2.5 mg/1 g (0.25%),no_peds_reference,no pediatric reference and no parseable concentration
BDS048634,Topoxy Skin Cream (10 g.),Desoximetasone 0.25%,Desoximetasone 0.25%,no_peds_reference,no pediatric reference and no parseable concentration
BDS007775,Zyno 0.02% (5 g.),Triamcinolone Acetonide,Triamcinolone Acetonide 0.02 g/100 g (0.02%),no_peds_reference,no pediatric reference and no parseable concentration
BDS007776,Zyno 0.1% (5 g.),Triamcinolone Acetonide,Triamcinolone Acetonide 0.1 g/100 g (0.1%),no_peds_reference,no pediatric reference and no parseable concentration
BDS001491,Canasone C.B. Cream (15 g.),clotrimazole + betamethasone cream,Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS001417,Canazol-Be Cream ใหญ่ (15 g.),Clotrimazole + Betamethasone Dipropionate,Clotrimazole 1 g+Betamethasone Dipropionate (eq. to Betamethasone 0.1 g)/100 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS007517,Clotribet-D Cream เล็ก (5 g.),Clotrimazole + Betamethasone Dipropionate,Clotrimazole 1 g+Betamethasone Dipropionate 0.064 g (eq. to Betamethasone 0.05 g)/100 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS007516,Clotribet-D Cream ใหญ่ (15 g.),Clotrimazole + Betamethasone Dipropionate,Clotrimazole 1 g+Betamethasone Dipropionate 0.064 g (eq. to Betamethasone 0.05 g)/100 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS007736,Fango-B Cream เล็ก (5 g.),Clotrimazole + Betamethasone Valerate,Clotrimazole 1 g+Betamethasone Valerate (eq. to Betamethasone 0.1 g)/100 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS001956,Fango-B Cream ใหญ่ (15 g.),Clotrimazole + Betamethasone Valerate,Clotrimazole 1 g+Betamethasone Valerate (eq. to Betamethasone 0.1 g)/100 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS001932,Fungiderm-B (20 g.),Clotrimazole + Betamethasone Valerate,Clotrimazole 1 g+Betamethasone Valerate (eq. to Betamethasone 0.1 g)/100 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS002538,Lymarin Cream ใหญ่ (15 g.),Miconazole Nitrate 2% + Triamcinolone Acetonide 0.2% w/w,Miconazole Nitrate 2%+Triamcinolone Acetonide 0.2% w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS002650,Myda-B Cream เล็ก (5 g.),Clotrimazole 1% + Betamethasone Valerate w/w,Clotrimazole 1%+Betamethasone Valerate (eq. to Betamethasone 0.1%) w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS002651,Myda-B Cream ใหญ่ (15 g.),Clotrimazole 1% + Betamethasone Valerate w/w,Clotrimazole 1%+Betamethasone Valerate (eq. to Betamethasone 0.1%) w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS008239,Myrazole-B Cream (5 g.),Clotrimazole 1% + Betamethasone Valerate w/w,Clotrimazole 1%+Betamethasone Valerate (eq. to Betamethasone 0.1%) w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS008221,Tara-Plus Cream (15 g.),Miconazole Nitrate + Triamcinolone Acetonide,Miconazole Nitrate 2 g+Triamcinolone Acetonide 0.1 g/100 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS002023,Glycerin Suppositories For Adults (12 sticks),Sodium Stearate,Glycerol (Glycerin) 91 g.+Sodium Stearate 9 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002032,Glycerin Suppositories For Infants (12 sticks),Sodium Stearate,Glycerol 91 g.+Sodium Stearate 9 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006463,Glymorin Children Suppositories (10 sticks),Glycerin,Glycerin 1365 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006743,Glymorin Suppositories (10 sticks),Glycerin,Glycerin 2320 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003906,U-Enema (100 ml.),Sodium Chloride,Sodium Chloride 15 g./100 ml,no_peds_reference,no pediatric reference and no parseable concentration
BDS003907,Unison Enema เด็ก (10 ml.),Sodium Chloride,Sodium Chloride 15 g./100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003905,Unison Enema ผู้ใหญ่ (20 ml.),Sodium Chloride,Sodium Chloride 15 g./100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001437,ChlorOph Eye Drops (5 ml.),chloramphenicol eye drops,Chloramphenicol 5 mg./1 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS001515,ChlorOph Eye Ointment (5 g.),Chloramphenicol,Chloramphenicol 10 mg./1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS041410,Cogetine Ointment (5 g.),Chloramphenicol 1%,Chloramphenicol 1% (1 g./100 g.),no_peds_reference,no pediatric reference and no parseable concentration
BDS001847,Fucithalmic Eye Drops (5 g.),fusidic acid eye drops,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003181,Poly-Oph Eye Drops (5 ml.),Neomycin Sulfate + Polymyxin B Sulfate + Gramicidin,"Neomycin Sulfate (eq. to Neomycin 2 mg.)+Polymyxin B Sulfate (eq. to Polymyxin B 5,000 Units)+Gramicidin 0.025 mg./1 ml.",calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS003721,Terramycin Ophthalmic Ointment (3.5 g.),ophthalmic antibiotic ointment,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",no_peds_reference,no pediatric reference and no parseable concentration
BDS003861,Tobrex Ophthalmic Solution (5 ml.),Tobramycin,Tobramycin 3 mg.+Preservative (Benzalkonium Chloride 0.1 mg.)/1 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001052,Allergis (5 ml.),Antazoline HCl + Tetrahydrozoline HCl,Antazoline HCl 0.5 mg+Tetrahydrozoline HCl 0.4 mg/1 ml,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS040035,Antazallerge (10 ml.),Antazoline HCl + Tetrahydrozoline HCl,Antazoline HCl 0.5 mg.+Tetrahydrozoline HCl 0.4 mg.+Preservative (Benzalkonium Cl 0.1mg.),no_peds_reference,no pediatric reference and no parseable concentration
BDS001401,Cadexcin.N (4 ml.),Dexamethasone 21 + Neomycin Sulfate,Dexamethasone 21-(disodium phosphate) (eq. to Dexamethasone 21-phosphate 1 mg.)+Neomycin Sulfate (eq. to Neomycin base 3.5 mg.)/1 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS041404,CD-Oph Eye Drops (5 ml.),Dexamethasone Sodium Phosphate + Chloramphenicol + Tetrahydrozoline HCl,Dexamethasone Sodium Phosphate 1 mg.+Chloramphenicol 5 mg.+Tetrahydrozoline HCl 0.25 mg./1 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS001632,DexOph Eye-Ear Drops (4 ml.),Dexamethasone Sodium Phosphate + Neomycin Sulfate 0.5%,Dexamethasone Sodium Phosphate (eq. to Dexamethasone Phosphate 0.1 %)+Neomycin Sulfate 0.5% (eq. to Neomycin Base 0.35 %)/1 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001981,Flarex (5 ml.),Fluorometholone Acetate 0.1 % + Monobasic Sodium Phosphate + Sodium Chloride + Edetate Disodium,Fluorometholone Acetate 0.1 %+Monobasic Sodium Phosphate+Sodium Chloride+Edetate Disodium+Hydroxyethylcellulose+Tyloxapol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Edetate Disodium+Benzalkonium Chloride 0.01%)/1 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006181,FML Ophthalmic Suspension (5 ml.),Fluorometholone 0.1 % + Polyvinyl Alcohol + Sodium Chloride + Sodium Phosphste Monobasic,Fluorometholone 0.1 %+Polyvinyl Alcohol 14 mg.+Sodium Chloride+Sodium Phosphste Monobasic+Sodium Phosphate Dibasic+Polysorbate 80+Preservative (Edetate Disodium+Benzalkonium Chloride 0.04 mg.)/1 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002117,Hista-Oph (5 ml.),Antazoline HCl 0.05 % + Tetrahydrozoline HCl 0.04% + Hydroxypropyl Methylcellulose,Antazoline HCl 0.05 %+Tetrahydrozoline HCl 0.04%+Hydroxypropyl Methylcellulose+Preservative (Benzalkonium Chloride 0.015%)/1 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002804,Naphcon-A (15 ml.),Naphazoline HCl 0.025% + Pheniramine Maleate 0.3%,Naphazoline HCl 0.025%+Pheniramine Maleate 0.3%+Preservative (Benzalkonium Chloride 0.01%)/1 ml,no_peds_reference,no pediatric reference and no parseable concentration
BDS003029,Opsa-His (5 ml.),Antazoline HCl + Tetrahydrozoline HCl,Antazoline HCl 0.5 mg+Tetrahydrozoline HCl 0.4 mg/1 ml,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS003013,Opsil-A (10 ml.),Antazoline HCl BP 0.05 % + Tetrahydrozoline HCl USP 0.04%,Antazoline HCl BP 0.05 %+Tetrahydrozoline HCl USP 0.04%+Preservative (Benzalkonium Cl 0.01%)/1 ml,no_peds_reference,no pediatric reference and no parseable concentration
BDS046500,Pataday Ophthalmic Solution (2.5 ml.),Olopatadine HCl + Povidone + Dibasic Sodium Phosphate + Sodium Chloride,Olopatadine HCl 2.22 mg (eq. to Olopatadine 2 mg (0.2%)+Povidone+Dibasic Sodium Phosphate+Sodium Chloride+Hydrochloric Acid /Sodium Hydroxide+Preservative (Edetate Disodium+Benzalkonium Chloride 0.01%)/1 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS046553,Pemirox Ophthalmic Solution (5 ml.),Pemirolast potassium 0.1 %,Pemirolast potassium 0.1 %,no_peds_reference,no pediatric reference and no parseable concentration
BDS003862,Tobradex Ophthalmic Suspension (5 ml.),Tobramycin + Dexamethasone + Tyloxapol + Sodium Chloride,Tobramycin 3 mg (0.3%)+Dexamethasone 1 mg (0.1%)+Tyloxapol+Sodium Chloride+Hydroxyethylcellulose+Sodium Sulfate+Sulfuric Acid+Sodium Hydroxide+Preservative (Edetate Disodium+Benzalkonium Chloride 0.01%)/1 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001552,Cellufresh (30 tubes),artificial tears,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS041414,Cellufresh MD (3 ml.),Carboxymethylcellulose Sodium 0.5% + Boric acid + Calcium Chloride + Magnesium Chloride,Carboxymethylcellulose Sodium (CMC) 0.5%+Boric acid+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Borate+Sodium Chloride+Preservative (Stabilized Oxychloro Complex (Purite),no_peds_reference,no pediatric reference and no parseable concentration
BDS001554,Cellufresh MD ใหญ่ (15 ml.),Carboxymethylcellulose Sodium 0.5% + Boric acid + Calcium Chloride dihydrate + Magnesium Chloride,Carboxymethylcellulose Sodium (CMC) 0.5%+Boric acid+Calcium Chloride dihydrate+Magnesium Chloride+ Potassium Chloride+Sodium Borate+Sodium Chloride+Preservative (Stabilized Oxychloro complex (Purite),no_peds_reference,no pediatric reference and no parseable concentration
BDS001551,Clens 100 Lens Drops (8 ml.),Citrate/Borate Buffer + Sodium Chloride + Edetate Disodium 0.05% + Tetronic t1304,Citrate/Borate Buffer+Sodium Chloride+Edetate Disodium 0.05%+PEG-11 Lauryl ether Carboxylic acid+Tetronic t1304+Preservative (Edetate Disodium 0.05%+Polidronium Chloride 0.001%),no_peds_reference,no pediatric reference and no parseable concentration
BDS002107,Genteal Eye Drop (10 ml.),Hypromellose + Sodium Chloride + Boric Acid + Potassium Chloride,Hypromellose 3 mg. (0.3%)+Sodium Chloride+Boric Acid+Potassium Chloride+Hydrochloric Acid+Preservative (Sodium Perborate+Phosphonic Acid),no_peds_reference,no pediatric reference and no parseable concentration
BDS002031,Genteal Gel (10 g.),Hypromellose + Carbomer 980 + Sorbitol + Sodium hydroxide,Hypromellose 3 mg. (0.3%)+Carbomer 980 2.2 mg.+Sorbitol 35 mg.+Sodium hydroxide 0.787 mg.+Dequest 2060 0.06 mg.+Preservative (Sodium Perborate Tetrahydrate 0.28 mg.)/1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS043800,Hialid 0.1 Opthalmic Solution (5 ml.),Sodium Hyaluronate 0.1% + 6-Aminocaproic Acid,Sodium Hyaluronate 0.1%+6-Aminocaproic Acid/1 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS043847,Hyatear (20 tubes),Sodium Hyaluronate 0.18% (Sodium Hyaluronate + Sodium Chloride + Potassium Chloride + Trisodium citrate,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride +Potassium Chloride +Trisodium citrate +Disodium Hydrogenphosphate +Sodium dihydrogen phosphate +Magnesium chloride hexahydrate +Calcium Chloride dihydrate),no_peds_reference,no pediatric reference and no parseable concentration
BDS002886,Natear (10 ml.),Hydroxypropyl Methylcellulose USP 0.3%,Hydroxypropyl Methylcellulose USP 0.3%+Preservative (Sodium Perborate),no_peds_reference,no pediatric reference and no parseable concentration
BDS045617,Natear UD Lubricant Eye Drops (7 tubes),Hypromellose 0.3% w/v,Hypromellose (Hydroxypropyl Methylcellulose) 0.3% w/v /0.8 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS046204,OcuFreshs Tear Eye Drops (10 ml.),Hypromellose,Hypromellose 3 mg. (0.3%)+Preservative (Benzalkonium Chloride 0.02%)/1 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003014,Opsil Tears 0.3% (10 ml.),Hydroxypropyl Methylcellulose USP 0.3%,Hydroxypropyl Methylcellulose USP 0.3%+Preservative (Benzalkonium Chloride),no_peds_reference,no pediatric reference and no parseable concentration
BDS003102,Opti-Free Rewetting Drops (10 ml.),Citrate buffer + Sodium chloride + Polyquaternium-1 0.001%),Citrate buffer+Sodium chloride+Preservative (Edetate Disodium 0.05%+Polyquaternium-1 0.001%),no_peds_reference,no pediatric reference and no parseable concentration
BDS001204,Renu Multiplus Lubricating & Rewetting Drops (8 ml.),Povidone + Boric acid + Potassium chloride + Sodium chloride,Povidone+Boric acid+Potassium chloride+Sodium chloride+ Sodium borate+Edetate disodium+Sorbic acid+Preservative (Edetate disodium 0.1%+Sorbic acid 0.1%),no_peds_reference,no pediatric reference and no parseable concentration
BDS047663,Seeview Sofs (10 ml.),Hypromellose,Hypromellose 3 mg/1 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS047647,Sof Tear Eye Drops (5 ml.),Hypromellose USP,Hypromellose USP 3 mg. (0.3% w/v USP)+Preservative (Sodium Perborate 0.28 mg.)/1 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS047637,Systane Ultra (UD) Lubricant Eye Drops (28 tubes),Polyethylene Glycol 400 0.4% + Propylene Glycol 0.3% + Aminomethylpropanol + Boric Acid,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+Boric Acid+Hydroxypropyl Guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide/1 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003679,Systane Ultra Lubricant Eye Drops (10 ml.),artificial tears,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS003765,Tear Mac Eye Drops (10 ml.),Carboxymethyl Cellulose Sodium w/v,Carboxymethyl Cellulose Sodium (CMC) 0.5%w/v+Preservative (Stabilised Oxychloro Complex 0.005% w/v),no_peds_reference,no pediatric reference and no parseable concentration
BDS003709,Tear Natural (15 ml.),Dextran 70 0.1% + Hydroxypropyl Methylcellulose 2910 0.3% + Borax + Potassium Chloride,Dextran 70 0.1%+Hydroxypropyl Methylcellulose 2910 0.3%+Borax+Potassium Chloride+Sodium Chloride+Hydrochloric acid+Preservative (Polyquaternium-1 0.0011%)/1 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003714,Tears Naturale Free (32 tubes),Dextran 70 0.1% + Hydroxypropyl Methylcellulose 2910 0.3%,Dextran 70 0.1%+Hydroxypropyl Methylcellulose 2910 0.3%,no_peds_reference,no pediatric reference and no parseable concentration
BDS004035,Vislube (20 tubes),artificial tears,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS002003,Garamycin Cream (5 g.),gentamicin cream,Gentamicin 1 mg./1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS047636,Silverzine Cream (25 g.),Micronized Silver Sulfadiazine 1%,Micronized Silver Sulfadiazine 1%,no_peds_reference,no pediatric reference and no parseable concentration
BDS046208,Op-Ize Eye Wash (110 ml.),eye wash,Boric Acid 2.0 g.+Sodium Borate 0.5 g.+Zinc Sulphate 0.004 g./100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003009,Opsar กลาง (120 ml.),Sodium Borate + Boric Acid + Sodium Chloride,Sodium Borate 0.02 g.+Boric Acid 1.24 g.+Sodium Chloride+ 0.29 g.+Benzalkonium Chloride 2 mg./100 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS003025,Opsar เล็ก (75 ml.),Sodium Borate + Boric Acid + Sodium Chloride,Sodium Borate 0.02 g.+Boric Acid 1.24 g.+Sodium Chloride+ 0.29 g.+Benzalkonium Chloride 2 mg./100 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
